,id,user_id,user,parent_proud,parent_proud_importance,parent_understand,parent_understand_importance,parent_listen,parent_listen_importance,parent_suggests,parent_suggest_importance,parent_advice,parent_advice_importance,parent_information,parent_information_importance,parent_compliment,parent_compliment_importance,parent_nice,parent_nice_importance,parent_reward,parent_reward_importance,parent_activities,parent_activities_importance,parent_decide,parent_acquires,parent_acquires_importance,teacher_care,teacher_care_importance,teacher_treatment,teacher_treatment_importance,teacher_responsive,teacher_responsive_importance,teacher_explains,teacher_explains_importance,teacher_show,teacher_information,teacher_compliment,teacher_information_importance,teacher_compliment_importance,teacher_nice,teacher_nice_importance,teacher_tasks,teacher_tasks_importance,teacher_supplies,teacher_supplies_importance,teacher_time,teacher_time_importance,teacher_helps,teacher_helps_importance,classmates_nice,classmates_nice_importance,classmates_opinion,classmates_opinion_importance,classmates_attention,classmates_attention_importance,classmates_ideas,classmates_ideas_importance,classmates_inform,classmates_inform_importance,classmates_advice,classmates_advice_importance,classmates_compliment,classmates_compliment_importance,classmates_attentive,classmates_attentive_importance,classmates_activities,classmates_activities_importance,classmates_time,classmates_time_importance,classmates_help,classmates_help_importance,closefriend_understands,closefriend_understands_importance,closefriend_sticksup,closefriend_sticksup_importance,closefriend_spendstime,closefriend_spendstime_importance,closefriend_ideas,closefriend_ideas_importance,closefriend_advice,closefriend_advice_importance,closefriend_explains,closefriend_explains_importance,closefriend_tells,closefriend_tells_importance,closefriend_nice,closefriend_nice_importance,closefriend_truth,closefriend_truth_importance,closefriend_helps,closefriend_helps_importance,closefriend_shares,closefriend_shares_importance,closefriend_taketime,closefriend_taketime_importance,schoolpeople_care,schoolpeople_care_importance,schoolpeople_understand,schoolpeople_understand_importance,schoolpeople_listen,schoolpeople_listen_importance,schoolpeople_advice,schoolpeople_advice_importance,schoolpeople_solve,schoolpeople_explain,schoolpeople_solve_importance,schoolpeople_explain_importance,schoolpeople_tell,schoolpeople_tell_importance,schoolpeople_compliment_importance,schoolpeople_nice,schoolpeople_nice_importance,schoolpeople_time_importance,schoolpeople_supply,schoolpeople_supply_importance,schoolpeople_compliment,schoolpeople_taketime_importance,schoolpeople_taketime,schoolpeople_time,teacher_show_importance,started_at,finished_at
0,64ab0b89133b98be33469f23,64a4ccfbf93736cd307a5066,rtocs_sacha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1688931131722,1688931209239
1,64a9e2a2a23f348e35502d69,64a4ccfbf93736cd307a5066,rtocs_sacha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1688855163150,1688855202380
2,64a899438990048aa6d54f61,64a4ccfbf93736cd307a5066,rtocs_sacha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1688770822379,1688770883319
3,64a898e28990048aa6d54f60,64a4ccfbf93736cd307a5066,rtocs_sacha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1688770657999,1688770785872
4,64baf6a07440b5960a1c29c8,644604ce6b909279c959fa41,rtocs_kate,Almost Never,Important,Most of the Time,Important,Some of the Time,Important,Some of the Time,Important,Always,Important,Some of the Time,Very Important,Most of the Time,Important,Almost Never,Very Important,Most of the Time,Important,Almost Never,Important,Almost Never,Almost Never,Important,Almost Never,Important,Almost Never,Important,Most of the Time,Important,Almost Always,Important,Some of the Time,Almost Never,Some of the Time,Very Important,Important,Most of the Time,Important,Almost Never,Important,Some of the Time,Important,Some of the Time,Important,Almost Never,Important,Almost Always,Important,Almost Never,Important,Almost Never,Important,Most of the Time,Important,Some of the Time,Important,Always,Important,Some of the Time,Important,Almost Always,Important,Always,Important,Always,Important,Always,Important,Always,Important,Almost Always,Important,Almost Always,Important,Almost Never,Important,Most of the Time,Important,Most of the Time,Very Important,Most of the Time,Important,Most of the Time,Important,Most of the Time,Important,Some of the Time,Important,Almost Never,Important,Some of the Time,Important,Almost Never,Important,Almost Always,Very Important,Always,Important,Almost Always,Important,Almost Never,Almost Always,Important,Important,Some of the Time,Important,Important,Most of the Time,Important,Important,Most of the Time,Not Important,Always,Important,Always,Always,Important,1689974350529,1689974430050
5,64baf4ab7440b5960a1c29c7,644604ce6b909279c959fa41,rtocs_kate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1689973827836,1689973924979
6,64baf4a87440b5960a1c29c6,644604ce6b909279c959fa41,rtocs_kate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1689973827836,1689973927762
7,64baf4a7184512c478373ba6,644604ce6b909279c959fa41,rtocs_kate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1689973827836,1689973925922
8,64baf2937440b5960a1c29bc,644604ce6b909279c959fa41,rtocs_kate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1689973378388,1689973393852
9,64baf2927440b5960a1c29bb,644604ce6b909279c959fa41,rtocs_kate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1689973378388,1689973392258
